# id	file_path	transparent_color_r	g	b
[TEXTURES]
1	textures\Jason-and-Sophia.png	0	57	115
2	textures\BlasterMaster-Enemies.png	255	0	255
33	textures\NES-Blaster-Master-Area-2.png	255	255	255
44	textures\NES-Blaster-Master-Area-2-Overworld.png	255	255	255
55	textures\sophia.png	255	255	255
66	textures\Items-Objects.png	255	255	255
# id	left	top	right	bottom	texture_id
[SPRITES]
# tiled map sprites
10014	233	3	257	35	1
10015	258	3	282	35	1
# SOFIA left Wheel 
20001	3	21	10	28	1
20002	12	21	19	28	1
20003	21	21	28	28	1
20004	30	21	37	28	1
# SOFIA right Wheel 
200003	21	21	28	28	1
200004	30	21	37	28	1
200001	3	21	10	28	1
200002	12	21	19	28	1
# SOFIA Barrel
#down-left
30001	3	3	10	10	1
#horizontal
30002	12	3	19	10	1
#up-left
30003	21	3	28	10	1
#straight
30004	30	3	37	10	1
# SOFIA Cabin
50001	39	3	54	10	1
# SOFIA Cabin Up
50002	73	3	88	18	1
# SOFIA Middle Wheel
60001	3	12	10	19	1
60002	12	12	19	19	1
60003	21	12	28	19	1
60004	30	12	37	19	1
# Main character empty sprite
70001	0	0	0	0	1
# WORM
#move left 
110001	46	412	62	421	2
110002	62	412	81	421	2
#move right
110003	172	412	189	421	2
110004	191	412	207	421	2
# FLOATER-SPIDER
#move left 
120001	84	407	101	421	2
120002	104	406	121	421	2
#move right
120003	132	406	149	421	2
120004	152	407	169	421	2
# DOMES
#move left
140001	87	425	105	441	2
140002	67	424	85	441	2
#move right
140003	149	425	167	441	2
140004	169	424	187	441	2
#di chuyen ngang ben trai
140005	51	441	67	459	2
140006	50	461	67	479	2
#nam ngua
140007	67	479	85	495	2
140008	87	479	105	496	2
# JUMPERS
#move left
150001	105	500	122	525	2
150002	87	499	102	525	2
150003	69	500	84	525	2
#move right
150004	132	500	149	525	2
150005	152	499	167	525	2
150006	170	500	185	525	2
# WEAPON
# Main character
# fly_horizontal
100001	91	20	114	27	1
# fly_vertical
100002	116	20	123	43	1
# explode
100003	140	101	148	109	1
100004	149	97	165	113	1
100005	166	97	182	113	1
100006	183	93	207	117	1
# Human-Sofia
# bullet
100007	135	183	139	187	55
# bullet_explosion
100008	155	181	162	189	55
100009	171	178	187	191	55
100010	192	177	208	193	55
# Cannon
# bullet
100011	252	102	260	118	1
# bullet_explosion
100012	296	102	312	118	1
# Eyeball
# bullet
100013	252	102	260	118	1
# bullet_explosion
100014	296	102	312	118	1
# HUB OBJECTS
# PowerHub - Text
800001	175	219	183	235	55
# PowerHub
800002	115	98	123	130	55
# GunHub
800003	154	221	162	253	55
# Hov-Text
800004	112	240	120	256	55
# ITEMS
# P
900000	255	109	271	125	66	
# path
[MAP]
Map-Blaster-Master-Area-2-A.txt
# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
# ==== SOFIA HUMAN =========
#idle
600	10001	100
#move left
601	10002	100	10003	100	10004	100
#crawl left
602	10005	100	10006	100
# BIG-SOFIA
# move left
603	10007	100	10008	100	10009	100
# move up
604	10010	100	10011	100	10012	100
# move down
605	10013	100	10014	100	10015	100
# ==== SOFIA WHEEL =========
#idle-of left-wheel
700	20002	100
#left-wheel
701	20001	100	20002	100	20003	100	20004	100
#right-wheel
702	200003	100	200004	100	200001	100	200002	100
# ==== SOFIA BARREL =========
#idle
800	30002	100
#down-left
801	30001	100
#up-left
802	30003	100	30004	100
# ==== SOFIA CABIN =========
#idle
900	50001	100
#up
901	50002	100
# ==== SOFIA MIDDLE WHEEL =========
#idle
1000	60001	100
# ==== MAIN CHARACTER =========
#idle
2000	70001	100
# === ENEMY DOMES ===
#walk left
8000	140001	100	140002	100
#walk right
8001	140003	100	140004	100
#di chuyen ngang ben trai
8002	140005	100	140006	100
#nam ngua
8003	140007	100	140008	100
# ==== ENEMY WORM =========
#Walk left
5000	110001	100	110002	100
#Walk right
5001	110003	100	110004	100
# ==== ENEMY FLOATER-SPIDER =========
#Walk left
6000	120001	100	120002	100
#Walk right
6001	120003	100	120004	100
# === JUMPERS ======
#walk left
9000	150001	100	150002	100	150003	100
#walk right
9001	150004	100	150005	100	150006	100
# ==== WEAPON =========
# Main Character
# left
4000	100001	100
# Up
4001	100002	100
# explode
4002	100003	100	100004	100	100005	100
# Human-Sofia
# Bullet
4003	100007	100
# Bullet_explosion
4004	100008	100	100009	100	100010	100
# Cannon
# Bullet
4005	100011	100
# Bullet_explosion
4006	100012	100
# Eyeball
# Bullet
4007	100013	100
# Bullet_explosion
4008	100014	100
# ==== HUB =========
# PowerHub - Text
100000	800001	100
# PowerHub
100001	800002	100
# GunHub
100002	800003	100
# Hov - text
100003	800004	100
# ITEMS
# P
900000	900000	100
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# SOFIA 
1	600	601	602	603	604	605
# MAIN_CHARACTER 
2	2000
# WHEEL 
3	700	701	702
# CABIN
4	900	901
# BARREL
5	800	801	802
# WORM - ENEMY
8	5000	5001
# FLOATER-SPIDER - ENEMY
9	6000	6001
# DOMES
11	8000	8001	8002	8003
# JUMPERS
12	9000	9001
# WEAPON Player-horizontal Player-vertical Player-explode Big human-bullet Big human-explosion Cannon-bullet Cannon-explosion Eyeball-bullet Eyeball-explosion
7	4000	4001	4002	4003	4004	4005	4006	4007	4008
# HUB
100	100000	100001	100002	100003
# ITEMS
# P
200	900000
[OBJECTS]
# object_id  type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Enemy1, 3 = Worm, 4 = Wheel_Left, 5 = Wheel_Middle, 6 = Wheel_right, 7= Cabin, 8= Barrel, 9= Main character, 10= Spider, 11=Human
# type: 12 = Floater, 13 = Domes, 14 = Jumpers, 15 = Insect,16 = Orbs, 17 = Skulls, 18 = Dashers, 500 = PowerHub, 501 = GunHub
# MAIN_CHARACTER need to be created first!
1	9	0	200	2
# MAIN OBJECTS LIST
# HUMAN
2	11	17	115	1
# WHEEL_LEFT
3	4	18	132	3
# WHEEL_MIDDLE
4	5	25	125	3
# WHEEL_RIGHT
5	6	32	132	3
# CABIN
6	7	25	118	4
# BARREL
7	8	17	118	5
# HUB LIST - x,y theo trục màn hình
9	500	10	100	100
# ENEMY LIST
# WORM
10	3	149	204	8	1
11	3	212	204	8
# FLOATER
12	12	923	197	9	1
# DOMES
13	13	410	202	11	1
14	13	80	120	11
# JUMPERS
15	14	100	204	12	1
# MAP OBJECT LIST
# BRICK 
# object_id 	type	l	t	ani_set_id	r	b	
100	1	0	79.5	2	318	70
101	1	384	79.5	2	511.5	70
102	1	575.5	79.5	2	701.5	70
103	1	769	79.5	2	1024	70
104	1	48	209	2	81	174
105	1	112	208	2	145	158
106	1	176	209	2	209	174
107	1	240	207	2	273	126
108	1	304	208	2	337	159
109	1	368	207	2	401	172
110	1	432	208	2	465	173
111	1	496	208	2	529	157
112	1	559	208	2	592	175
113	1	624	207	2	657	126
114	1	688	210	2	721	175
115	1	752	208	2	785	173
116	1	817	207	2	850	158
117	1	880	208	2	913	127
118	1	2	223	2	1024	209
119 	1	2	210	2	7	80
120	1	2	18	2	1024	0
121	1	978	206	2	1022	79
# --- SCENE PORTAL ----
# object_id 	type	l	t	ani_set_id	r	b	scene_id	type_portal: 1-Next scene 0-Previous scene	next_portal_id
1000	50	965	121.5	2	977	80.5	2	1	1000
# cellx celly id_object...
[GRID]
0	0	10	104	105	118	119	15
0	1	106	107	108	118	11
0	2	108	109	110	118
0	3	111	112	113	118	13
0	4	113	114	115	118
0	5	116	117	118	12
0	6	118	121
1	0	100	120	119
1	1	100	120
1	2	101	120
1	3	101	102	120
1	4	102	103	120
1	5	103	120	1000
1	6	103	120	1000	121
